EmployeeID,First_Name,Last_Name,Phone_Number,Start_Date,End_Date,ShopID,Salary
384,Patricia,Clark,+77773760597,2019-08-16,2022-08-04,9,322627
385,Christopher,Graham,+77775951651,2023-02-26,2023-04-13,24,247584
386,Michael,Larson,+77772932227,2019-07-06,2022-08-03,15,109478
387,Anne,Stark,+77773361510,2022-01-21,2023-03-10,25,188287
388,Dylan,Castillo,+77777667458,2021-07-11,2023-02-22,18,261771
389,Deborah,Williams,+77772515030,2023-01-04,2023-10-17,13,77297
390,Justin,Salazar,+77775436878,2023-01-30,2023-06-14,18,134796
391,Brad,Palmer,+77778630043,2021-09-13,2021-10-02,12,207448
392,Jennifer,Hall,+77777392547,2021-11-17,2022-04-16,21,264759
393,Crystal,Gilmore,+77772817745,2019-01-13,2022-11-17,22,192590
394,John,Williams,+77778910069,2021-08-28,2023-04-24,1,364339
395,Samantha,King,+77776503032,2019-08-06,2023-01-11,20,186060
396,Michael,Bell,+77772060605,2022-06-07,2023-02-23,21,313409
397,Betty,Hansen,+77776069909,2021-08-25,2021-10-16,21,284064
398,Claire,Taylor,+77772957497,2019-08-19,2020-06-21,5,93774
399,Michael,Mason,+77771624315,2020-07-27,2021-10-25,10,328277
400,Brian,Romero,+77772948178,2023-04-21,2023-05-25,4,193102
401,Robert,Robinson,+77773276065,2022-01-26,2022-06-27,13,307839
402,Michael,Blair,+77777224540,2019-06-22,2021-04-08,22,353216
403,Jennifer,Fitzpatrick,+77778031780,2021-01-25,2021-04-11,19,151014
404,Jesse,Ferrell,+77777960607,2021-04-04,2021-12-13,21,121915
405,Elizabeth,Wright,+77779209880,2021-02-12,2021-04-20,20,283970
406,Christopher,Garcia,+77775693260,2019-11-26,2022-06-24,2,264264
407,Aaron,Mahoney,+77774645180,2020-10-23,2021-01-08,15,303148
408,Virginia,Murphy,+77774961312,2019-08-28,2020-03-13,12,122090
409,Wendy,Spears,+77777162857,2019-03-11,2021-12-26,18,258048
410,Maria,Smith,+77772015861,2021-10-05,2022-05-09,13,214641
411,Darryl,Marshall,+77774184459,2022-08-28,2023-11-07,4,308402
412,Kevin,Clark,+77772538024,2023-07-09,2023-10-07,22,181204
413,Daniel,Jackson,+77771358318,2022-12-27,2023-01-26,2,244854
414,Sean,Wright,+77775086407,2023-02-09,2023-06-28,5,366001
415,Vanessa,Miller,+77774442778,2018-11-28,2020-07-26,3,360564
416,Benjamin,Jordan,+77774475523,2021-11-10,2022-03-29,19,183220
417,Gerald,Smith,+77774909069,2020-12-03,2023-11-10,11,147360
418,Steven,Morris,+77771047572,2021-02-05,2023-06-04,9,145858
419,Krystal,Henderson,+77773180906,2022-06-06,2023-07-23,18,201414
420,William,Williams,+77773927575,2019-12-20,2022-01-21,4,83516
421,Willie,Gill,+77773211291,2023-08-29,2023-11-21,1,257822
422,Rachel,Foster,+77774991829,2020-02-18,2022-03-06,19,239749
423,Justin,Hendricks,+77771264762,2019-09-28,2023-08-21,6,209129
424,Ruth,Martinez,+77771879109,2019-10-15,2022-09-13,5,290704
425,Colleen,Stone,+77779826250,2020-11-24,2021-11-05,4,103322
426,Juan,Terrell,+77778990081,2020-08-24,2020-08-28,15,259812
427,Stephanie,Jordan,+77779610704,2020-11-11,2022-11-07,19,127175
428,Denise,Hernandez,+77778583392,2020-04-02,2022-10-16,17,186155
429,Diane,James,+77771727544,2020-10-18,2021-02-02,24,343390
430,Vanessa,Baker,+77776060517,2019-12-04,2021-02-01,15,86331
431,Derek,Armstrong,+77772020480,2019-04-24,2022-12-27,16,280563
432,Amanda,Acosta,+77778151684,2021-11-06,2023-10-01,22,126603
433,Richard,Bennett,+77779225346,2023-02-28,2023-05-23,23,302554
434,Victor,Kelley,+77772232969,2019-07-25,2022-03-30,3,238879
435,Christopher,Campbell,+77773488628,2022-03-19,2023-08-18,3,136160
436,Alyssa,Wilson,+77775614002,2019-12-09,2021-02-10,20,376899
437,David,Marshall,+77776455706,2019-08-02,2020-02-04,13,348164
438,Carlos,Sexton,+77775947563,2019-06-09,2022-08-21,15,335054
439,Daniel,Rice,+77778217547,2019-11-24,2022-10-06,4,129985
440,Matthew,Long,+77774607488,2020-01-05,2021-09-19,14,306744
441,Cassidy,Curry,+77774833486,2020-04-14,2022-05-31,14,247697
442,Justin,Estrada,+77778608449,2020-05-13,2020-08-30,13,288098
443,Anthony,Ortega,+77772595275,2021-02-07,2021-06-06,11,293747
444,Jessica,Thomas,+77776243275,2022-09-18,2023-09-03,22,203635
445,Alexis,Fischer,+77777279729,2023-07-09,2023-10-18,5,318652
446,Amanda,Mccoy,+77772126310,2022-01-06,2022-07-02,3,114755
447,Nicole,Mooney,+77772564141,2018-12-25,2019-11-05,14,120627
448,Sandra,Flowers,+77777251976,2020-02-26,2021-09-23,5,361698
449,Paul,Owens,+77772006313,2023-06-06,2023-10-24,19,364433
450,Amber,Salazar,+77776530541,2020-03-09,2020-08-25,22,134084
451,Brian,Maldonado,+77777892225,2021-05-20,2022-10-05,12,291740
452,Theodore,Mathis,+77771863121,2022-04-14,2023-08-01,10,233813
453,Andrew,Freeman,+77776899644,2019-03-29,2019-05-06,4,372995
454,Stephen,Williams,+77779512969,2023-09-18,2023-10-25,7,151123
455,Samantha,Thompson,+77779089795,2021-08-26,2022-12-01,8,126737
456,Matthew,Lee,+77776873938,2019-05-24,2020-12-15,18,262707
457,Renee,Rice,+77772927455,2022-12-01,2023-01-23,25,216049
458,Mary,Berg,+77774794319,2022-12-21,2023-10-17,14,364107
459,Amber,Chen,+77771440466,2022-06-24,2023-01-14,20,210219
460,Robert,Hayes,+77771485753,2019-03-22,2019-05-14,6,213272
461,Ebony,Phillips,+77776183902,2020-02-12,2021-12-28,11,254037
462,Justin,James,+77771102438,2023-03-20,2023-10-24,6,145105
463,Shannon,Jackson,+77777724045,2020-06-28,2021-09-09,3,144383
464,Toni,Gonzalez,+77771514340,2019-08-07,2021-08-26,3,348125
465,Mary,Carter,+77774609330,2020-09-29,2021-01-21,13,290113
466,Robert,Andrews,+77778610913,2023-06-01,2023-07-11,11,152527
467,Bryan,Johnson,+77777208460,2020-08-11,2023-06-06,10,240070
468,Becky,Gardner,+77772425342,2022-04-22,2022-11-01,2,151568
469,Katherine,Garcia,+77773640899,2022-02-10,2023-06-08,25,96089
470,Barbara,Hahn,+77772368710,2022-05-02,2023-07-05,9,302318
471,George,Vincent,+77778113787,2020-08-17,2022-01-31,16,301758
472,Edward,Kent,+77777948850,2022-07-07,2022-12-14,9,183020
473,Charles,Garcia,+77779595744,2021-03-18,2023-11-25,4,250969
474,Robert,Franklin,+77778212753,2023-02-28,2023-04-15,4,218502
475,Kathryn,Fletcher,+77779164342,2020-06-20,2023-04-26,17,231700
476,Jennifer,Chambers,+77771761976,2023-09-03,2023-09-05,8,277231
477,Jennifer,George,+77771919088,2021-09-04,2023-10-19,1,177176
478,Randy,Hanson,+77776056977,2022-09-12,2023-03-11,7,141950
479,Vanessa,Gomez,+77775286905,2021-09-12,2023-03-17,10,242030
480,Brad,Ellis,+77773013003,2019-06-26,2022-01-04,1,330773
481,Dawn,Cross,+77778225192,2019-10-10,2020-07-29,6,137730
482,Luis,Porter,+77777378822,2020-12-22,2021-04-19,18,190644
483,Kathleen,Haley,+77779393009,2020-05-07,2021-02-26,18,255685
484,Katherine,Smith,+77772209226,2020-02-01,2022-08-25,13,92178
485,Brittany,Ingram,+77778318550,2020-12-09,2023-09-02,1,311043
486,Sherri,Hill,+77772306317,2021-12-25,2022-12-30,11,371863
487,David,Perez,+77778202195,2021-06-16,2023-09-03,19,282034
488,Victoria,Glenn,+77778007741,2020-03-11,2023-06-05,10,130384
489,Robert,Hart,+77777795314,2020-12-16,2023-10-15,1,240272
490,Aaron,Powell,+77773883553,2021-08-19,2023-08-22,20,311223
491,Jason,Garrett,+77777070880,2021-03-07,2021-12-04,3,298962
492,Scott,Hudson,+77772776088,2023-03-04,2023-06-07,8,298419
493,Kimberly,Shepard,+77777718433,2022-08-03,2023-08-16,17,111233
494,Logan,Terry,+77777639863,2021-03-31,2023-10-21,10,248002
495,Eric,Wood,+77774717362,2022-11-27,2023-09-09,11,158149
496,Eric,Holt,+77772281433,2023-03-23,2023-07-07,17,129782
497,Susan,Powell,+77779902071,2022-12-02,2022-12-20,17,171661
498,Michael,Booth,+77776861544,2021-09-20,2023-06-16,12,147432
499,Michelle,Baker,+77774963933,2021-03-07,2023-06-19,4,146778
500,Lisa,Bailey,+77775294434,2019-08-14,2022-08-27,7,160963
